Date; Time; Milisec; Msg ID; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8;; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8
2025.12.02; 16:47:26; 302; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 316; 18E5FF74; 07; FF; 3D; 5A; 3F; 00; 08; FF; ; 007; 255; 061; 090; 063; 000; 008; 255; 
2025.12.02; 16:47:26; 362; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 394; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 411; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 432; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:47:26; 455; 0CE07374; 50; 08; 32; 04; 5A; FF; FF; FC; ; 080; 008; 050; 004; 090; 255; 255; 252; 
2025.12.02; 16:47:26; 491; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:47:26; 491; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 541; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:47:26; 541; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:47:26; 584; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:47:26; 584; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 599; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 599; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:47:26; 599; 18E2FF73; 02; 33; 00; 08; 00; 5A; 00; 00; ; 002; 051; 000; 008; 000; 090; 000; 000; 
2025.12.02; 16:47:26; 639; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 640; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:47:26; 698; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:26; 740; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:47:26; 755; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:47:26; 755; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:47:26; 755; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 755; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 792; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 792; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 832; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 00; 0F; ; 008; 059; 022; 000; 096; 015; 000; 015; 
2025.12.02; 16:47:26; 883; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:47:26; 898; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 945; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:47:26; 958; 18FEE674; 04; 3B; 16; 00; 60; 0F; 00; 7D; ; 004; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:47:26; 988; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:47:26; 989; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:26; 989; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 009; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:27; 054; 18E5FF74; 01; 00; 04; 00; 00; 00; 54; 02; ; 001; 000; 004; 000; 000; 000; 084; 002; 
2025.12.02; 16:47:27; 083; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 104; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 104; 18E5FF74; 02; 45; 01; 00; 61; 61; C4; 01; ; 002; 069; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:47:27; 136; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 196; 18E5FF74; 04; 10; 10; FF; 5A; 17; FF; 08; ; 004; 016; 016; 255; 090; 023; 255; 008; 
2025.12.02; 16:47:27; 196; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 277; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:47:27; 285; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:47:27; 305; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 315; 18E5FF74; 07; FF; 3D; 5A; 3F; 00; 08; FF; ; 007; 255; 061; 090; 063; 000; 008; 255; 
2025.12.02; 16:47:27; 346; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:47:27; 368; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 396; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:47:27; 396; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 410; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 450; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:47:27; 450; 0CE07374; 50; 08; 32; 04; 5A; FF; FF; FC; ; 080; 008; 050; 004; 090; 255; 255; 252; 
2025.12.02; 16:47:27; 492; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:47:27; 533; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:27; 556; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:47:27; 600; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:47:27; 600; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 600; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 600; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:47:27; 600; 18E2FF73; 02; 33; 00; 07; 00; 5A; 00; 00; ; 002; 051; 000; 007; 000; 090; 000; 000; 
2025.12.02; 16:47:27; 630; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 630; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 690; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 04; 0F; ; 008; 059; 022; 000; 096; 015; 004; 015; 
2025.12.02; 16:47:27; 690; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 739; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:47:27; 761; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:47:27; 761; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:47:27; 761; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 761; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 787; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:47:27; 787; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 831; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:47:27; 893; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 942; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 958; 18FEE674; 08; 3B; 16; 00; 60; 0F; 00; 7D; ; 008; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:47:27; 990; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:27; 990; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 004; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:28; 058; 18E5FF74; 01; 00; 04; 00; 00; 00; 53; 02; ; 001; 000; 004; 000; 000; 000; 083; 002; 
2025.12.02; 16:47:28; 105; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 105; 18E5FF74; 02; 45; 01; 00; 61; 61; C3; 01; ; 002; 069; 001; 000; 097; 097; 195; 001; 
2025.12.02; 16:47:28; 143; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:47:28; 143; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 191; 18E5FF74; 04; 10; 10; FF; 5A; 17; FF; 08; ; 004; 016; 016; 255; 090; 023; 255; 008; 
2025.12.02; 16:47:28; 191; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:47:28; 191; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 246; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:47:28; 269; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:47:28; 286; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:47:28; 319; 18E5FF74; 07; FF; 3D; 5A; 3F; 00; 07; FF; ; 007; 255; 061; 090; 063; 000; 007; 255; 
2025.12.02; 16:47:28; 332; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:47:28; 366; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 384; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:28; 394; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 409; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 447; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:47:28; 458; 0CE07374; 50; 08; 32; 04; 5A; FF; FF; FC; ; 080; 008; 050; 004; 090; 255; 255; 252; 
2025.12.02; 16:47:28; 495; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 495; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 533; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 08; 0F; ; 008; 059; 022; 000; 096; 015; 008; 015; 
2025.12.02; 16:47:28; 555; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:47:28; 582; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:47:28; 597; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 598; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 598; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:47:28; 598; 18E2FF73; 02; 33; 00; 08; 00; 5A; 00; 00; ; 002; 051; 000; 008; 000; 090; 000; 000; 
2025.12.02; 16:47:28; 628; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 647; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:47:28; 690; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:47:28; 690; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 758; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:47:28; 758; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:47:28; 758; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 758; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 793; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 793; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 894; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 957; 18FEE674; 0C; 3B; 16; 00; 60; 0F; 00; 7D; ; 012; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:47:28; 990; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:47:28; 990; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:28; 991; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 009; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:29; 042; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:47:29; 051; 18E5FF74; 01; 00; 04; 00; 00; 00; 5A; 02; ; 001; 000; 004; 000; 000; 000; 090; 002; 
2025.12.02; 16:47:29; 082; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:47:29; 103; 18E5FF74; 02; 46; 01; 00; 61; 61; C3; 01; ; 002; 070; 001; 000; 097; 097; 195; 001; 
2025.12.02; 16:47:29; 131; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:47:29; 143; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 192; 18E5FF74; 04; 10; 10; FF; 5A; 17; FF; 08; ; 004; 016; 016; 255; 090; 023; 255; 008; 
2025.12.02; 16:47:29; 192; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:47:29; 192; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 242; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:29; 268; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:47:29; 290; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:47:29; 290; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 318; 18E5FF74; 07; FF; 3D; 5A; 3F; 00; 08; FF; ; 007; 255; 061; 090; 063; 000; 008; 255; 
2025.12.02; 16:47:29; 332; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 362; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 385; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 0C; 0F; ; 008; 059; 022; 000; 096; 015; 012; 015; 
2025.12.02; 16:47:29; 394; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 409; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 445; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:47:29; 457; 0CE07374; 50; 08; 32; 04; 5A; FF; FF; FC; ; 080; 008; 050; 004; 090; 255; 255; 252; 
2025.12.02; 16:47:29; 489; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:47:29; 489; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 541; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:47:29; 541; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:47:29; 603; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 603; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 603; 18E2FF73; 01; 58; 18; 01; 8C; 00; 82; 01; ; 001; 088; 024; 001; 140; 000; 130; 001; 
2025.12.02; 16:47:29; 603; 18E2FF73; 02; 32; 00; 07; 00; 5A; 00; 00; ; 002; 050; 000; 007; 000; 090; 000; 000; 
2025.12.02; 16:47:29; 634; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 634; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 691; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 758; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:47:29; 759; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:47:29; 759; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 759; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 789; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 831; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:47:29; 893; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:47:29; 946; 18E2FF70; 02; FF; 43; 01; 3A; 01; 2F; 01; ; 002; 255; 067; 001; 058; 001; 047; 001; 
2025.12.02; 16:47:29; 958; 18FEE674; 10; 3B; 16; 00; 60; 0F; 00; 7D; ; 016; 059; 022; 000; 096; 015; 000; 125; 
2025.12.02; 16:47:29; 989; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:47:29; 989; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:29; 989; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:30; 003; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:30; 040; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:47:30; 052; 18E5FF74; 01; 00; 04; 00; 00; 00; 5A; 02; ; 001; 000; 004; 000; 000; 000; 090; 002; 
2025.12.02; 16:47:30; 083; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:47:30; 102; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:30; 102; 18E5FF74; 02; 46; 01; 00; 61; 61; C3; 01; ; 002; 070; 001; 000; 097; 097; 195; 001; 
2025.12.02; 16:47:30; 135; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:47:30; 135; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:30; 192; 18E5FF74; 04; 10; 10; FF; 5A; 17; FF; 08; ; 004; 016; 016; 255; 090; 023; 255; 008; 
2025.12.02; 16:47:30; 192; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:30; 192; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:47:30; 240; 18E2FF70; 08; 3B; 16; 00; 60; 0F; 10; 0F; ; 008; 059; 022; 000; 096; 015; 016; 015; 
