Date; Time; Milisec; Msg ID; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8;; Byte1; Byte2; Byte3; Byte4; Byte5; Byte6; Byte7; Byte8
2025.12.02; 16:49:23; 599; 18E2FF73; 01; 58; 18; 01; 8C; 00; 81; 01; ; 001; 088; 024; 001; 140; 000; 129; 001; 
2025.12.02; 16:49:23; 599; 18E2FF73; 02; 33; 00; 09; 00; 23; 00; 00; ; 002; 051; 000; 009; 000; 035; 000; 000; 
2025.12.02; 16:49:23; 620; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 684; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 727; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:49:23; 745; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:49:23; 746; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:49:23; 746; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 746; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 787; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:49:23; 787; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 834; 18E2FF70; 02; FF; 43; 01; 3A; 01; 30; 01; ; 002; 255; 067; 001; 058; 001; 048; 001; 
2025.12.02; 16:49:23; 887; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:49:23; 887; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 931; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:49:23; 957; 18FEE674; E8; 00; 17; 00; 60; 0F; 00; 7D; ; 232; 000; 023; 000; 096; 015; 000; 125; 
2025.12.02; 16:49:23; 973; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:23; 973; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 992; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:23; 993; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:24; 036; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:49:24; 037; 18E5FF74; 01; 00; 04; 00; 00; 00; 57; 02; ; 001; 000; 004; 000; 000; 000; 087; 002; 
2025.12.02; 16:49:24; 073; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 085; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 085; 18E5FF74; 02; 46; 01; 00; 61; 61; C3; 01; ; 002; 070; 001; 000; 097; 097; 195; 001; 
2025.12.02; 16:49:24; 129; 18E2FF70; 08; 00; 17; 00; 60; 0F; E8; 0F; ; 008; 000; 023; 000; 096; 015; 232; 015; 
2025.12.02; 16:49:24; 129; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 181; 18E5FF74; 04; 10; 10; FF; 23; 17; FF; 0A; ; 004; 016; 016; 255; 035; 023; 255; 010; 
2025.12.02; 16:49:24; 181; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:49:24; 181; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 223; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:49:24; 259; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:49:24; 285; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:49:24; 304; 18E5FF74; 07; FF; 3D; 23; 3F; 00; 09; FF; ; 007; 255; 061; 035; 063; 000; 009; 255; 
2025.12.02; 16:49:24; 363; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 379; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 379; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 395; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 440; 0CE07374; 50; 0A; 32; 04; 23; FF; FF; FC; ; 080; 010; 050; 004; 035; 255; 255; 252; 
2025.12.02; 16:49:24; 488; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 534; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:49:24; 582; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:49:24; 582; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 582; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 582; 18E2FF73; 01; 58; 18; 01; 8C; 00; 81; 01; ; 001; 088; 024; 001; 140; 000; 129; 001; 
2025.12.02; 16:49:24; 582; 18E2FF73; 02; 33; 00; 0A; 00; 23; 00; 00; ; 002; 051; 000; 010; 000; 035; 000; 000; 
2025.12.02; 16:49:24; 633; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 633; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:49:24; 679; 18E2FF70; 02; FF; 43; 01; 3A; 01; 30; 01; ; 002; 255; 067; 001; 058; 001; 048; 001; 
2025.12.02; 16:49:24; 679; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 723; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:49:24; 739; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:49:24; 739; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:49:24; 756; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 756; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 790; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:49:24; 790; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 831; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:24; 886; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:49:24; 886; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 925; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 958; 18FEE674; EC; 00; 17; 00; 60; 0F; 00; 7D; ; 236; 000; 023; 000; 096; 015; 000; 125; 
2025.12.02; 16:49:24; 972; 18E2FF70; 08; 00; 17; 00; 60; 0F; EC; 0F; ; 008; 000; 023; 000; 096; 015; 236; 015; 
2025.12.02; 16:49:24; 972; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:24; 986; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 008; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:25; 038; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:49:25; 038; 18E5FF74; 01; 00; 04; 00; 00; 00; 5D; 02; ; 001; 000; 004; 000; 000; 000; 093; 002; 
2025.12.02; 16:49:25; 081; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:49:25; 081; 18E5FF74; 02; 45; 01; 00; 61; 61; C5; 01; ; 002; 069; 001; 000; 097; 097; 197; 001; 
2025.12.02; 16:49:25; 133; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:49:25; 134; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 179; 18E5FF74; 04; 10; 10; FF; 23; 17; FF; 0A; ; 004; 016; 016; 255; 035; 023; 255; 010; 
2025.12.02; 16:49:25; 179; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 228; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 269; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:49:25; 289; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 316; 18E5FF74; 07; FF; 3D; 23; 3F; 00; 0A; FF; ; 007; 255; 061; 035; 063; 000; 010; 255; 
2025.12.02; 16:49:25; 354; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 380; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 398; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 424; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:49:25; 443; 0CE07374; 50; 0A; 32; 04; 23; FF; FF; FC; ; 080; 010; 050; 004; 035; 255; 255; 252; 
2025.12.02; 16:49:25; 478; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:49:25; 478; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 540; 18E2FF70; 02; FF; 43; 01; 3A; 01; 30; 01; ; 002; 255; 067; 001; 058; 001; 048; 001; 
2025.12.02; 16:49:25; 541; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:49:25; 584; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:49:25; 584; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 584; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 584; 18E2FF73; 01; 58; 18; 01; 8C; 00; 81; 01; ; 001; 088; 024; 001; 140; 000; 129; 001; 
2025.12.02; 16:49:25; 584; 18E2FF73; 02; 33; 00; 09; 00; 23; 00; 00; ; 002; 051; 000; 009; 000; 035; 000; 000; 
2025.12.02; 16:49:25; 619; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 628; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:49:25; 676; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:25; 692; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 724; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:49:25; 737; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:49:25; 753; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:49:25; 753; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 753; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 790; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 791; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 834; 18E2FF70; 08; 00; 17; 00; 60; 0F; EC; 0F; ; 008; 000; 023; 000; 096; 015; 236; 015; 
2025.12.02; 16:49:25; 880; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:49:25; 926; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:49:25; 946; 18FEE674; 00; 01; 17; 00; 60; 0F; 00; 7D; ; 000; 001; 023; 000; 096; 015; 000; 125; 
2025.12.02; 16:49:25; 978; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:49:25; 978; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:25; 978; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 005; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:26; 035; 18E5FF74; 01; 00; 04; 00; 00; 00; 56; 02; ; 001; 000; 004; 000; 000; 000; 086; 002; 
2025.12.02; 16:49:26; 083; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 083; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 083; 18E5FF74; 02; 46; 01; 00; 61; 61; C4; 01; ; 002; 070; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:49:26; 135; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 177; 18E5FF74; 04; 10; 10; FF; 23; 17; FF; 0A; ; 004; 016; 016; 255; 035; 023; 255; 010; 
2025.12.02; 16:49:26; 177; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 272; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:49:26; 272; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:49:26; 293; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 324; 18E5FF74; 07; FF; 3D; 23; 3F; 00; 09; FF; ; 007; 255; 061; 035; 063; 000; 009; 255; 
2025.12.02; 16:49:26; 325; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:49:26; 349; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 377; 18E2FF70; 02; FF; 43; 01; 3A; 01; 30; 01; ; 002; 255; 067; 001; 058; 001; 048; 001; 
2025.12.02; 16:49:26; 377; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 394; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 426; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:49:26; 448; 0CE07374; 50; 0A; 32; 04; 23; FF; FF; FC; ; 080; 010; 050; 004; 035; 255; 255; 252; 
2025.12.02; 16:49:26; 478; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:49:26; 478; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 540; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:26; 540; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:49:26; 583; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:49:26; 583; 0CE17074; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 583; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 583; 18E2FF73; 01; 58; 18; 01; 8D; 00; 81; 01; ; 001; 088; 024; 001; 141; 000; 129; 001; 
2025.12.02; 16:49:26; 583; 18E2FF73; 02; 33; 00; 09; 00; 23; 00; 00; ; 002; 051; 000; 009; 000; 035; 000; 000; 
2025.12.02; 16:49:26; 633; 0CE37074; 00; 10; FF; FF; FF; FF; FF; FF; ; 000; 016; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 634; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 675; 18E2FF70; 08; 01; 17; 00; 60; 0F; 00; 0F; ; 008; 001; 023; 000; 096; 015; 000; 015; 
2025.12.02; 16:49:26; 727; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
2025.12.02; 16:49:26; 738; 18E2FF76; 01; FF; FF; 0F; FF; 0F; FF; 0F; ; 001; 255; 255; 015; 255; 015; 255; 015; 
2025.12.02; 16:49:26; 738; 18E2FF76; 02; FF; FF; FF; 00; 00; 00; 00; ; 002; 255; 255; 255; 000; 000; 000; 000; 
2025.12.02; 16:49:26; 758; 18E2FF76; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 759; 18EAFF76; 01; 00; 4F; 06; FF; FF; FF; FF; ; 001; 000; 079; 006; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 773; 18E2FF70; 0A; 00; FC; FF; FF; FF; FF; 00; ; 010; 000; 252; 255; 255; 255; 255; 000; 
2025.12.02; 16:49:26; 794; 18FF2100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 821; 18E2FF70; 0B; 1E; 00; 00; 00; FF; FF; FF; ; 011; 030; 000; 000; 000; 255; 255; 255; 
2025.12.02; 16:49:26; 883; 18FEF100; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 930; 18E2FF70; 0D; FF; FF; FF; FF; FF; FF; FF; ; 013; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 963; 18FEE674; 04; 01; 17; 00; 60; 0F; 00; 7D; ; 004; 001; 023; 000; 096; 015; 000; 125; 
2025.12.02; 16:49:26; 992; 18EAFF70; 00; 00; FF; FF; FF; FF; FF; FF; ; 000; 000; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 992; 18FEC1EE; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:26; 992; 18EAFF74; 00; 00; 00; 00; 00; 00; 00; 00; ; 000; 000; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:27; 038; 18E5FF74; 01; 00; 04; 00; 00; 00; 52; 02; ; 001; 000; 004; 000; 000; 000; 082; 002; 
2025.12.02; 16:49:27; 083; 0CF00400; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 083; 18E5FF74; 02; 45; 01; 00; 61; 61; C4; 01; ; 002; 069; 001; 000; 097; 097; 196; 001; 
2025.12.02; 16:49:27; 129; 18E2FF70; 00; 04; FF; FF; 80; 1F; 00; 00; ; 000; 004; 255; 255; 128; 031; 000; 000; 
2025.12.02; 16:49:27; 129; 18E5FF74; 03; FF; FF; FF; FF; FF; FF; FF; ; 003; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 180; 18E5FF74; 04; 10; 10; FF; 23; 17; FF; 0A; ; 004; 016; 016; 255; 035; 023; 255; 010; 
2025.12.02; 16:49:27; 180; 18E2FF70; 01; 3D; 56; 01; 17; 01; 87; 01; ; 001; 061; 086; 001; 023; 001; 135; 001; 
2025.12.02; 16:49:27; 180; 18FF6221; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 221; 18E2FF70; 02; FF; 43; 01; 3A; 01; 30; 01; ; 002; 255; 067; 001; 058; 001; 048; 001; 
2025.12.02; 16:49:27; 269; 18E5FF74; 06; FF; 00; FF; FF; FF; 00; 00; ; 006; 255; 000; 255; 255; 255; 000; 000; 
2025.12.02; 16:49:27; 284; 18E2FF70; 03; 3D; 00; 00; 00; FF; 08; F0; ; 003; 061; 000; 000; 000; 255; 008; 240; 
2025.12.02; 16:49:27; 284; 18FEEE00; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 304; 18E5FF74; 07; FF; 3D; 23; 3F; 00; 09; FF; ; 007; 255; 061; 035; 063; 000; 009; 255; 
2025.12.02; 16:49:27; 324; 18E2FF70; 04; 45; CE; 01; 01; 01; 00; 00; ; 004; 069; 206; 001; 001; 001; 000; 000; 
2025.12.02; 16:49:27; 367; 18E5FF74; 08; FF; FF; FF; FF; FF; FF; FF; ; 008; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 389; 18E2FF70; 05; 14; 00; 00; 00; 00; 00; 00; ; 005; 020; 000; 000; 000; 000; 000; 000; 
2025.12.02; 16:49:27; 389; 18FEF517; FF; FF; FF; FF; FF; FF; FF; FF; ; 255; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 396; 18E5FF74; 09; FF; FF; FF; FF; FF; FF; FF; ; 009; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 430; 18E2FF70; 06; FF; FF; FF; 08; 01; FF; FF; ; 006; 255; 255; 255; 008; 001; 255; 255; 
2025.12.02; 16:49:27; 440; 0CE07374; 50; 0A; 32; 04; 23; FF; FF; FC; ; 080; 010; 050; 004; 035; 255; 255; 252; 
2025.12.02; 16:49:27; 473; 18E2FF70; 07; FF; FF; FF; FF; FF; FF; FF; ; 007; 255; 255; 255; 255; 255; 255; 255; 
2025.12.02; 16:49:27; 535; 18E2FF70; 08; 01; 17; 00; 60; 0F; 04; 0F; ; 008; 001; 023; 000; 096; 015; 004; 015; 
2025.12.02; 16:49:27; 535; 0CE07074; 14; 3D; 3D; 10; 17; FF; FF; FF; ; 020; 061; 061; 016; 023; 255; 255; 255; 
2025.12.02; 16:49:27; 583; 18E2FF70; 09; FF; FF; FF; FF; 17; FF; FF; ; 009; 255; 255; 255; 255; 023; 255; 255; 
